"","hsa-let-7c","hsa-let-7e","hsa-mir-1-1","hsa-mir-1-2","hsa-mir-106a","hsa-mir-10a","hsa-mir-10b","hsa-mir-1180","hsa-mir-127","hsa-mir-128-1","hsa-mir-128-2","hsa-mir-1287","hsa-mir-129-2","hsa-mir-134","hsa-mir-141","hsa-mir-142","hsa-mir-146a","hsa-mir-146b","hsa-mir-148a","hsa-mir-150","hsa-mir-155","hsa-mir-17","hsa-mir-181c","hsa-mir-181d","hsa-mir-182","hsa-mir-183","hsa-mir-187","hsa-mir-18a","hsa-mir-200b","hsa-mir-200c","hsa-mir-203a","hsa-mir-20a","hsa-mir-20b","hsa-mir-210","hsa-mir-215","hsa-mir-218-2","hsa-mir-23b","hsa-mir-27b","hsa-mir-29a","hsa-mir-29b-1","hsa-mir-29b-2","hsa-mir-29c","hsa-mir-3065","hsa-mir-31","hsa-mir-335","hsa-mir-34c","hsa-mir-363","hsa-mir-379","hsa-mir-381","hsa-mir-409","hsa-mir-410","hsa-mir-429","hsa-mir-432","hsa-mir-451a","hsa-mir-4661","hsa-mir-4772","hsa-mir-485","hsa-mir-487b","hsa-mir-508","hsa-mir-539","hsa-mir-582","hsa-mir-584","hsa-mir-629","hsa-mir-651","hsa-mir-675","hsa-mir-708","hsa-mir-889","hsa-mir-9-1","hsa-mir-9-2","hsa-mir-9-3","hsa-mir-92a-1","hsa-mir-92a-2","hsa-mir-93","hsa-mir-96","hsa-mir-99a","hsa-mir-135b","hsa-mir-200a"
"TCGA-CF-A47T",6.76064018542888,8.73889609992574,4.40807378247661,4.3598725947845,6.82419192012427,12.2092434881934,14.3092150129376,4.62752769783301,7.66503225122426,5.88874809439752,5.99513728054658,4.98617043569326,0.7635025102605,5.79216191664397,12.0610830042776,6.94754996748194,4.70674370865837,5.27317222029706,13.3386556257373,4.78183561946202,4.60702487397634,11.1143599863822,6.09421689572688,3.56229261997529,13.5982867913322,13.3403547781001,8.80564260591332,5.37369052420115,10.7041467197221,14.4111055559208,15.5865268818266,10.6301916523528,5.13679638892201,11.1987771036519,4.92122212915478,5.44473457565212,10.8275175908309,11.5204111458807,9.91660849781298,8.56245872447864,8.51647756053268,10.4163394651806,3.83334917370066,0.7635025102605,7.21474571656621,1.03309592422018,2.37452288882562,8.53015422289066,4.87051711931752,3.05742860993357,4.09127373194937,8.64773799078702,2.27406451674443,6.50211609755368,2.71827547288778,0.431680719841333,1.92236114157495,1.03309592422018,1.92236114157495,2.27406451674443,9.98573609849268,8.25670090919192,6.9597292427299,3.72335388302435,12.4838173093713,7.02686788875603,4.06144451237974,9.54311779922337,9.57579606528996,9.59674426888276,14.026925108786,14.0280702037322,14.738571838995,4.60702487397634,5.45624239601457,4.40807378247661,10.9046181393288
"TCGA-E9-A1NI",9.6182798934834,9.07296416091687,0,1.62649193720142,3.51577110408213,13.5504423156297,15.5115819087653,3.96470275833756,8.40596384575151,4.70328650773437,5.14753521595097,3.96470275833756,1.03125826079565,7.75504868093474,10.1319188704422,9.83986241701871,4.30659151931336,7.79627958581497,15.4880520982063,5.70449898953774,5.81562007691914,9.04187392748171,5.84211267833409,3.05426589947435,13.5095778178295,12.1439893269419,3.75762900854918,2.04663738277163,9.19617283168526,13.265501717078,13.4375668038748,7.70540767572464,3.22503610643311,11.5299477637439,1.62649193720142,2.63669004056815,7.80976546032492,8.31432115409356,10.4105359708777,7.99234342107937,7.99824503851906,9.80997669438385,5.89368163623606,1.62649193720142,5.14753521595097,2.63669004056815,0,8.50876397993762,4.30659151931336,2.86053359926824,2.04663738277163,7.54533173828803,1.03125826079565,6.48741479808098,1.62649193720142,0,1.62649193720142,2.04663738277163,2.04663738277163,3.64176230153173,6.16950094708426,4.05806508450814,6.58475793911305,3.51577110408213,6.53690721086219,5.81562007691914,2.63669004056815,5.81562007691914,6.060907900429,6.08329026737763,12.4439264969504,12.4379682492312,12.4202191991765,4.22841160070551,8.65041160988167,1.62649193720142,9.78800092368614
"TCGA-E9-A1NE",10.7617902437777,9.68554618398593,1.95687295707524,1.70689827963304,3.33031874360418,13.8917105395451,16.5908728614047,1.95687295707524,8.36083310697521,5.53908174121119,5.34813059543193,3.54908975873921,0.270075580857812,8.04832828053128,9.67177456981083,12.9941134846975,7.94605379476441,8.12692959829099,15.0800676600721,11.2837075861131,8.31307129635486,8.86692754746661,4.30263132077608,2.99993110966703,13.4785273211443,12.4740670814662,2.57068320451267,2.96231709961452,8.06838371545008,13.000035206824,11.7539122121289,7.9980971439757,4.30263132077608,8.11090373510327,2.84320662892249,4.05712140421208,7.26450234298521,7.08144442954239,11.4593679629252,8.10444320666771,8.12905299695212,10.1075230422941,5.25008239072412,1.61292380138344,4.75166509311326,3.41629146766238,3.03658931263641,8.9551439369986,5.18625617889072,4.10967965561129,2.96231709961452,5.94794613681883,1.160421352726,6.37035320331705,1.51239883641159,3.78282883542357,1.79512399081453,1.160421352726,1.87826391912827,2.80121288550499,5.80651966903828,4.94725993841588,6.13706421361027,1.40434129879698,5.13646231741837,5.43993723857239,2.61983038094104,7.8229141116944,7.8031030430426,7.84891265832867,12.2628969652084,12.2312483453108,12.1884919303091,2.99993110966703,10.1161123628007,3.54908975873921,8.78243791851881
"TCGA-E9-A2JS",8.35595296455282,8.96812071473555,1.26778566379524,1.52467654048727,2.62348320001025,13.111574962686,15.2321139155703,3.72267847846043,9.61261610492151,6.13867564705012,6.07983433768532,4.16148455802165,0,6.76739359064975,9.52893911468262,8.04336147425029,5.70471441001471,6.90369271077748,12.5962080900444,6.42533010566633,7.55652836358451,7.83380015617453,3.61627923126277,3.23993261348524,12.2472147344331,10.9233629320455,0.555134885144875,2.09934200278777,7.82486944019084,11.3795456655882,10.9750689975527,6.80420987344727,5.41846634804476,4.61266371218781,0.955023342550981,3.55998449691729,8.33932542553954,10.0405404541573,12.8502092598128,6.0494885385126,5.97609622199855,11.2129880287882,4.95585004034207,1.74266508521077,5.81706177618339,2.38508585354768,3.77307325343888,9.25193038367713,4.12314420925483,3.16642527021359,4.16148455802165,7.28854436920156,1.52467654048727,6.62374327723096,1.52467654048727,0.955023342550981,2.09934200278777,1.52467654048727,3.30987538743607,0.555134885144875,5.01985627099637,3.77307325343888,6.47183997294927,2.24927663754362,1.52467654048727,5.37017390777674,3.44034310869276,6.93169285383346,6.86355645972205,7.14284590584714,12.3177424563048,12.3132261978933,11.5699612818724,3.8217668402139,8.01746568931703,3.30987538743607,7.48652215907815
"TCGA-GM-A2DF",8.29147248922898,8.28392350346657,1.66912339562055,1.06357680087935,1.39789056117887,12.5486137779453,14.353769998292,2.91468678384798,8.69590839059467,4.47619229710834,4.47619229710834,4.87493321399647,1.06357680087935,6.99381431132455,8.85720422124275,10.7126378764926,6.71568993510629,7.17885472157664,16.262089125739,9.10722706847619,8.80541706713099,7.53739752437606,4.20490013901323,2.09434418345586,14.0357129783834,11.6643149283183,5.38815498509176,2.68941837366565,7.70881045713422,12.425941758262,10.560574109081,6.44490586756528,1.89734344387805,6.57431679094278,2.56205432727286,3.01537142797448,7.88214148505721,8.81243037278904,14.2628943806889,7.98814343261615,7.9441203923139,12.3196621510206,5.83644147758895,1.39789056117887,6.17795726650215,2.26764755391672,2.09434418345586,9.36625537657098,4.28775389163639,3.69945968443498,3.43442259975251,6.75989481261496,1.39789056117887,9.28287019779861,0.627656327790296,1.66912339562055,1.06357680087935,1.66912339562055,3.81570647454118,0.627656327790296,6.96263110336558,6.53245648376562,5.99279398581907,0.627656327790296,3.19783378881676,5.25034102060672,3.75875365580696,10.4558534552286,10.5059227423288,10.4797292495113,10.824837238062,10.8356348219373,11.7147836434461,4.47619229710834,7.10651975708989,4.79221041931065,8.81417838742339
"TCGA-GM-A2DH",9.20737346259686,8.71891083834164,0.675648848832377,0.377020437912677,2.94856216331236,16.6933660722485,14.2892518877088,3.93880875638547,8.52492824675616,8.37595656779595,8.35965252099514,4.98921704524752,1.03231317531964,6.46527754304013,9.38832310212532,11.1896730518882,7.26176240449425,8.18781578429415,13.0516824451863,10.960758756602,9.11598066828367,7.97226542781899,5.84414106512881,4.57575378591696,13.8548444267869,12.6003287508576,8.17146944612217,2.24282137047604,8.04258544220827,13.1229176547096,8.50904971441305,6.63094381873974,4.57575378591696,7.51241444996452,3.88149264060439,3.53634389730405,7.67620434399467,8.62545019396677,12.5643584743343,6.05648191189186,6.02705126997888,10.4133888597258,7.73198971132905,1.40196680139098,5.58162906275241,2.67261406808397,4.28664188594885,9.15012937542499,4.3930076902475,3.22687979104677,3.55479376121213,7.27712230266044,1.13397773148732,6.21568647783218,1.22894733468593,2.67261406808397,1.13397773148732,1.22894733468593,6.47014579748799,0.804585588923376,6.14133444430133,4.08560940049197,6.39277719137911,1.48127052141547,2.09937331313333,4.85421876875037,3.02994383096627,6.0948115337881,5.90652622101056,5.97320012691046,11.7302501769302,11.7051766578704,12.6705120595904,4.65485103492505,8.151909185594,1.22894733468593,8.90028307750604
"TCGA-GM-A2DM",6.90315793120701,8.86972367840987,0.631793444180687,1.06968910739718,1.06968910739718,14.7252268146386,16.263549183168,3.11983190572845,8.06489141799224,4.80348692549131,4.58967942717971,3.93420981373335,1.79606069247095,6.74586108756535,9.20738700975291,9.38447315200536,4.68521514376293,5.66473543210477,14.0764026868201,5.60897670974653,6.12280315177334,7.14077919761119,5.75557726607484,3.90804477073874,13.8135180560142,11.8278704272529,0.631793444180687,2.87167414159339,8.1426882620525,11.9490092964287,4.19447699368046,6.50963925399222,3.07349807539184,7.6804346718137,3.71025971741767,2.19272694856291,7.33985612987278,7.73354788469577,13.2150941761148,6.9130588938164,7.0268552657127,11.6382072934261,5.81310867448468,1.40515971162369,4.05835771486029,2.35647570461587,2.69930820161658,9.23724874924722,3.85424655053227,2.87167414159339,3.64838467745573,6.58175938053047,1.06968910739718,11.9033822980104,0.631793444180687,0.350208679218207,1.54755643558101,0.631793444180687,2.10331030378695,0.867292381917753,4.00997288525591,4.80348692549131,6.80731706369726,1.06968910739718,1.40515971162369,3.33150344289247,3.2505221817418,4.62223266495737,4.35803814611838,4.55637466189585,11.7104805789471,11.6845835144232,10.8243377453924,3.33150344289247,5.23039947955602,0.350208679218207,8.28545570856369
"TCGA-GM-A2DN",10.0659907366199,7.75655773019347,1.09821875772721,1.09821875772721,3.34016586508563,14.4744601259317,14.093009605819,2.26393791118993,9.54525415171058,4.93844845057962,4.80742458193637,4.08513831542151,0.464982907478544,7.27632724324487,9.07142113521373,10.8458934904581,6.95230018968118,7.26567028740366,15.7048853495284,9.48910027612781,9.08461850016825,7.46514954244215,4.55076174316789,3.28494595915225,12.7386462047475,10.1543376052665,4.40299081558891,1.33411228452036,7.22223735226871,11.8014503957217,8.41679521000485,6.5337576099692,4.42869442045164,5.57824403006194,2.14492966827122,4.14838359589745,8.90628518288853,10.1485487367346,14.2943268880176,7.61540359152024,7.49890698496216,12.4175533331928,4.88374562942085,2.47602103354258,4.52716056370468,3.2275279206893,3.58841134546011,9.64250523997861,4.52716056370468,3.39335002280133,4.14838359589745,5.30050349883415,1.8726731567299,6.14924582797419,0.464982907478544,3.54206237485264,1.33411228452036,1.53680091778535,1.8726731567299,0.816067992335682,6.37755685711635,3.94966827109575,4.95623126186058,1.09821875772721,2.74513211160749,5.13861237425233,3.44464308356005,5.16943067348713,5.13861237425233,5.21445780716088,11.1428264495133,11.0846466713581,10.9191243280367,3.76021285457495,9.21958151026032,3.2275279206893,7.37217044088991
"TCGA-GM-A2DA",11.0705942935676,8.84225764335038,0.759092754469709,0.759092754469709,2.36584816295996,13.2530413923582,16.7870898878973,1.74598936008386,9.5417894673644,5.1090853261169,5.13774290109799,4.2481609074351,0.635931728569761,6.83118594463201,8.81323762881532,7.74419925515705,6.37715351568953,6.62600890703545,14.1101824560605,8.4788441928511,7.7121636087502,8.04959136205355,4.08115177851029,2.20182673033143,14.1073439451011,12.2578472110508,0.187115283509517,1.74598936008386,8.36225685282203,12.494290313479,6.51897247617188,6.33817393604718,3.73608322457192,3.79484440010104,1.74598936008386,3.6903864756536,7.88608246372786,9.20789857254427,12.6159891292038,5.56236613955783,5.48863724210668,10.619379833513,3.17506800807869,1.07579342221428,4.51605669955351,3.72101122949029,2.51311069319697,9.90419745872999,4.49848633954949,2.36584816295996,4.45360074084583,6.13142706087746,0.872561663893674,6.67179862360749,0.635931728569761,1.80435636094099,1.96650023771814,1.33533289587478,0.50126690320451,0.50126690320451,6.07919406081921,2.61446297492892,4.98209122610335,1.25389973772293,3.19702021760119,4.02089062512424,3.82335123973701,3.86508224430714,3.61085358241691,3.83739612469941,10.8584185550716,10.8622874615848,11.3720480447313,5.25225025495631,9.37066515600668,0.352724632041715,8.13522461305435
"TCGA-GM-A2DB",10.1377788250198,8.66724207434017,1.04650502957729,1.18816288244062,3.34532100240048,13.5014437870595,14.5384297565844,3.21894433340952,9.10149359374702,6.21129743252354,6.26425492037192,5.02411494595921,0.71309045969405,7.44327836122466,8.94561056190667,9.37635473024805,7.18048861861999,7.72483226136239,15.3983501195425,9.83157151309305,8.30848979982158,8.30751971994529,4.61125690863552,3.37525814819347,14.0596784331095,12.7681178478038,7.81769707224033,3.28351601281782,9.02860289866678,12.178270165782,11.2070811396995,6.84562306129546,4.43769921483679,7.75787715298144,1.18816288244062,3.54290148446964,8.18398935531189,9.61264428911412,13.2622237958961,6.82678839960248,6.82678839960248,11.1003629184947,6.98076922088594,0.889408123297067,5.78472379919505,2.20875664866173,3.71665338497106,9.89009139561585,5.02411494595921,2.66165794655076,4.86441987946683,7.89851603537311,2.14066840480631,6.87473237754301,0.889408123297067,2.06920686400027,2.14066840480631,1.74163654029554,1.99402027728002,1.18816288244062,6.62041774895665,5.88697374876977,5.7958346244654,2.66165794655076,1.91469883712462,5.38207411124225,4.74338441515282,12.2503368122721,12.2529217012102,12.230385275195,11.3181732110016,11.3114145405122,11.9701976912098,4.5204037039612,8.81586132350395,1.04650502957729,9.59406784295047
